item_id,old_offer_id,new_offer_id
55897930006793,260500-78.00 GBP,mgs-55897930006793
55897937969417,655050-11.50 GBP,mgs-55897937969417
57040552460553,55410-24.00 GBP,mgs-57040552460553
55897931841801,920100-32.00 GBP,mgs-55897931841801
55897926369545,920200-58.00 GBP,mgs-55897926369545
55897942229257,210100-24.00 GBP,mgs-55897942229257
55897942196489,210500-78.00 GBP,mgs-55897942196489
55897938657545,220100-24.00 GBP,mgs-55897938657545
55897938690313,220500-78.00 GBP,mgs-55897938690313
55897927975177,211055-47.00 GBP,mgs-55897927975177
55897928007945,211100-63.00 GBP,mgs-55897928007945
56839264370953,211052-2.00 GBP,mgs-56839264370953
57040552132873,70202-25.00 GBP,mgs-57040552132873
55897930727689,660050-20.00 GBP,mgs-55897930727689
57077126562057,998000-9.00 GBP,mgs-57077126562057
55897930498313,835100-12.50 GBP,mgs-55897930498313
55897930531081,835250-21.00 GBP,mgs-55897930531081
55897930563849,835600-43.00 GBP,mgs-55897930563849
57040551280905,830100-12.50 GBP,mgs-57040551280905
57040551313673,830250-21.00 GBP,mgs-57040551313673
57040551346441,830600-43.00 GBP,mgs-57040551346441
55897925484809,58103-25.00 GBP,mgs-55897925484809
55897927581961,55430-24.00 GBP,mgs-55897927581961
55897931710729,730030-10.50 GBP,mgs-55897931710729
55897931645193,730100-35.00 GBP,mgs-55897931645193
55897931677961,730500-95.00 GBP,mgs-55897931677961
57044502511881,20032-41.00 GBP,mgs-57044502511881
55897930596617,20031-29.50 GBP,mgs-55897930596617
57040551772425,60102-32.00 GBP,mgs-57040551772425
55897930760457,60202-25.00 GBP,mgs-55897930760457
55897925812489,60201-15.00 GBP,mgs-55897925812489
55897930072329,60103-32.00 GBP,mgs-55897930072329
55897924239625,60101-15.00 GBP,mgs-55897924239625
55897930203401,60105-15.00 GBP,mgs-55897930203401
55897927123209,140030-23.00 GBP,mgs-55897927123209
55897927090441,140055-47.00 GBP,mgs-55897927090441
55897927057673,140100-63.00 GBP,mgs-55897927057673
55897927024905,140500-175.00 GBP,mgs-55897927024905
